TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD,Up
,,,,,,,,,,,,,,nonwinner35.ai,nonwinner132.ai,nonwinner28.ai,,2,,2
,,,,,,,,,,,,,,nonwinner146.ai,nonwinner39.ai,nonwinner111.ai,,2,,2
,,,,,,,,,,,,,,nonwinner27.ai,nonwinner106.ai,nonwinner79.ai,,2,,2
120,1874,04,11,26,19,39,36,50,57,61,68,,,,,,base02.ai,3,,3
43,1033,,,21,29,44,36,49,48,66,71,free01.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner33.ai,nonwinner42.ai,nonwinner164.ai,,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner131.ai,nonwinner159.ai,nonwinner138.ai,,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,,,nonwinner95.ai,nonwinner66.ai,nonwinner157.ai,,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
,,,,,,,,,,,,,,nonwinner148.ai,nonwinner133.ai,nonwinner45.ai,,4,,4
61,1275,09,05,18,29,45,36,46,60,75,61,,,,,,base02.ai,4,,4
82,5775,14,11,21,29,42,35,59,51,74,70,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner84.ai,nonwinner61.ai,nonwinner65.ai,,4,,4
,,,,,,,,,,,,,,nonwinner101.ai,nonwinner52.ai,nonwinner116.ai,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
103,1730,03,10,26,18,44,43,58,54,74,63,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner132.ai,nonwinner92.ai,nonwinner51.ai,,1,,5
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner145.ai,nonwinner19.ai,,1,,5
,,,,,,,,,,,,,,nonwinner71.ai,nonwinner66.ai,nonwinner18.ai,,1,,5
33,4865,09,02,27,21,41,42,53,47,,,free05.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner32.ai,nonwinner125.ai,nonwinner31.ai,,1,,5
,,,,,,,,,,,,,,nonwinner37.ai,nonwinner155.ai,nonwinner31.ai,,2,,6
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner108.ai,nonwinner84.ai,,2,,6
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner60.ai,nonwinner118.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner03.ai,,,,,,2,3,6
140,6226,12,03,27,18,37,32,58,52,75,68,,,,,,base02.ai,2,,6
41,3345,09,03,,,40,45,58,48,71,62,free02.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner03.ai,,,,,,3,3,7
90,8916,13,10,30,17,34,41,56,58,70,65,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
111,7735,03,11,16,28,40,38,53,48,72,65,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner150.ai,nonwinner86.ai,nonwinner106.ai,,3,,7
104,7522,09,14,17,23,41,37,53,56,65,73,,,,,,base02.ai,3,,7
1,6674,,,20,18,38,34,,,75,61,free01.ai,free04.ai,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner126.ai,nonwinner33.ai,nonwinner98.ai,,4,,8
,,,,,,,,,,,,,,nonwinner29.ai,nonwinner14.ai,nonwinner66.ai,,4,,8
22,2992,05,11,22,30,,,51,46,73,64,free03.ai,,,,,base02.ai,4,,8
71,505,15,06,20,16,36,32,54,55,72,68,,,,,,base02.ai,4,,8
50,8087,04,07,16,25,,,60,56,61,73,free03.ai,,,,,base02.ai,4,,8
57,8885,08,11,21,19,40,45,60,57,70,74,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner34.ai,nonwinner99.ai,nonwinner124.ai,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
92,7169,04,11,26,29,33,45,60,50,72,74,,,,,,base02.ai,1,,1
36,4273,07,09,,,45,43,50,56,72,69,free02.ai,,,,,base02.ai,1,,1
112,2908,09,13,22,25,43,36,52,51,75,69,,,,,,base02.ai,2,,2
63,6831,01,11,21,16,41,31,51,54,61,66,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
105,1929,14,13,29,27,36,37,58,51,62,66,,,,,,base02.ai,2,,2
126,7628,03,12,23,22,39,36,49,53,69,70,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner03.ai,,,,,,2,3,2
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner108.ai,nonwinner84.ai,,2,,2
9,4320,01,03,18,26,,,,,65,63,free03.ai,free04.ai,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner16.ai,nonwinner163.ai,nonwinner30.ai,,3,,3
16,1662,07,03,17,28,,,53,57,68,61,free03.ai,,,,,base02.ai,3,,3
135,5517,05,11,26,23,40,32,54,58,65,68,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner132.ai,nonwinner39.ai,nonwinner134.ai,,3,,3
,,,,,,,,,,,,,,nonwinner123.ai,nonwinner128.ai,nonwinner14.ai,,3,,3
,,,,,,,,,,,,,,nonwinner21.ai,nonwinner30.ai,nonwinner42.ai,,3,,3
13,415,14,05,26,17,,,,,75,69,free03.ai,free04.ai,,,,base02.ai,4,,4
111,4674,10,07,30,25,37,38,47,54,66,75,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner81.ai,nonwinner45.ai,nonwinner20.ai,,4,,4
48,5842,12,10,27,29,42,31,,,75,70,free04.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner03.ai,,,,,,4,3,4
,,,,,,,,,,,,,,nonwinner108.ai,nonwinner57.ai,nonwinner152.ai,,4,,4
69,8162,01,06,21,16,45,39,57,50,61,74,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner147.ai,nonwinner79.ai,nonwinner136.ai,,1,,5
,,,,,,,,,,,,,,nonwinner119.ai,nonwinner94.ai,nonwinner157.ai,,1,,5
,,,,,,,,,,,,winner03.ai,,,,,,1,3,5
,,,,,,,,,,,,,,nonwinner48.ai,nonwinner85.ai,nonwinner14.ai,,1,,5
,,,,,,,,,,,,,,nonwinner29.ai,nonwinner54.ai,nonwinner151.ai,,1,,5
,,,,,,,,,,,,,,nonwinner117.ai,nonwinner151.ai,nonwinner114.ai,,1,,5
116,4275,13,06,29,22,45,42,46,54,61,70,,,,,,base02.ai,1,,5
100,7085,11,04,17,19,37,35,60,54,63,61,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner139.ai,nonwinner156.ai,,2,,6
135,4337,08,11,22,29,41,36,53,56,70,71,,,,,,base02.ai,2,,6
72,804,05,03,17,16,36,43,55,60,68,62,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner55.ai,nonwinner104.ai,,2,,6
16,6505,11,08,23,18,43,32,47,51,,,free05.ai,,,,,base02.ai,2,,6
44,2038,14,03,,,36,39,46,53,62,67,free02.ai,,,,,base02.ai,2,,6
11,1636,08,13,,,33,32,,,62,68,free02.ai,free04.ai,,,,base02.ai,3,,7
137,7967,11,01,23,25,35,44,51,46,74,63,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner30.ai,nonwinner46.ai,nonwinner126.ai,,3,,7
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner103.ai,nonwinner75.ai,,3,,7
81,559,13,06,18,19,43,37,60,54,66,72,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner118.ai,nonwinner03.ai,nonwinner117.ai,,3,,7
,,,,,,,,,,,,,,nonwinner151.ai,nonwinner43.ai,nonwinner74.ai,,4,,8
,,,,,,,,,,,,,,nonwinner51.ai,nonwinner75.ai,nonwinner128.ai,,4,,8
30,5860,06,07,22,16,38,44,59,57,,,free05.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner47.ai,nonwinner139.ai,nonwinner147.ai,,4,,8
,,,,,,,,,,,,,,nonwinner106.ai,nonwinner138.ai,nonwinner42.ai,,4,,8
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
65,7014,04,03,22,30,35,40,58,54,63,73,,,,,,base02.ai,4,,8
57,263,09,07,28,22,37,42,59,58,70,71,,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner126.ai,nonwinner03.ai,nonwinner18.ai,,1,,1
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner67.ai,nonwinner45.ai,,1,,1
,,,,,,,,,,,,,,nonwinner77.ai,nonwinner156.ai,nonwinner114.ai,,1,,1
15,1901,03,10,18,16,32,37,49,53,,,free05.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner158.ai,nonwinner160.ai,nonwinner27.ai,,1,,1
91,4382,02,08,25,17,45,41,54,59,72,61,,,,,,base02.ai,2,,2
35,4604,12,06,17,23,34,40,50,55,,,free05.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner17.ai,nonwinner09.ai,nonwinner03.ai,,2,,2
98,1863,10,08,18,23,33,35,58,51,68,73,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner33.ai,nonwinner130.ai,nonwinner72.ai,,2,,2
,,,,,,,,,,,,,,nonwinner52.ai,nonwinner55.ai,nonwinner01.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner154.ai,nonwinner121.ai,nonwinner19.ai,,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
107,7812,04,05,20,24,31,40,57,47,63,61,,,,,,base02.ai,3,,3
37,2464,05,06,18,21,41,37,46,49,,,free05.ai,,,,,base02.ai,3,,3
23,5670,03,09,,,41,32,58,50,68,61,free02.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner55.ai,nonwinner108.ai,nonwinner84.ai,,3,,3
20,3345,05,03,20,22,39,45,,,61,62,free04.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner126.ai,nonwinner78.ai,nonwinner25.ai,,4,,4
,,,,,,,,,,,,,,nonwinner78.ai,nonwinner134.ai,nonwinner01.ai,,4,,4
125,4179,13,05,23,30,37,45,47,55,61,62,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner104.ai,nonwinner27.ai,nonwinner103.ai,,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
,,,,,,,,,,,,,,nonwinner115.ai,nonwinner17.ai,nonwinner157.ai,,4,,4
,,,,,,,,,,,,,,nonwinner46.ai,nonwinner100.ai,nonwinner149.ai,,1,,5
67,1795,10,11,26,23,33,31,48,58,67,69,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner83.ai,nonwinner43.ai,nonwinner137.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
74,3190,04,12,26,18,38,43,54,47,75,69,,,,,,base02.ai,1,,5
102,3028,13,06,28,24,38,45,48,54,73,69,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner56.ai,nonwinner64.ai,,2,,6
,,,,,,,,,,,,winner02.ai,,,,,,2,2,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
107,4560,09,02,28,18,31,32,53,47,62,69,,,,,,base02.ai,2,,6
9,7062,,,19,29,,,52,56,61,64,free01.ai,free03.ai,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner43.ai,nonwinner148.ai,,2,,6
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner31.ai,nonwinner43.ai,,2,,6
39,8314,02,12,23,30,37,36,,,68,65,free04.ai,,,,,base02.ai,3,,7
67,4926,05,06,24,25,38,33,47,51,70,65,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner121.ai,nonwinner105.ai,nonwinner144.ai,,3,,7
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner87.ai,nonwinner147.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
,,,,,,,,,,,,,,nonwinner161.ai,nonwinner76.ai,nonwinner102.ai,,3,,7
2,6674,12,06,,,42,40,,,73,74,free02.ai,free04.ai,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner74.ai,nonwinner114.ai,,4,,8
,,,,,,,,,,,,,,nonwinner128.ai,nonwinner157.ai,nonwinner108.ai,,4,,8
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner121.ai,nonwinner64.ai,,4,,8
,,,,,,,,,,,,,,nonwinner94.ai,nonwinner146.ai,nonwinner124.ai,,4,,8
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner45.ai,nonwinner87.ai,,4,,8
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
8,3099,08,05,28,25,,,,,68,74,free03.ai,free04.ai,,,,base02.ai,1,,1
,,,,,,,,,,,,winner02.ai,,,,,,1,2,1
22,1150,04,13,17,18,41,34,52,53,,,free05.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner32.ai,nonwinner31.ai,nonwinner121.ai,,1,,1
,,,,,,,,,,,,,,nonwinner166.ai,nonwinner32.ai,nonwinner153.ai,,1,,1
50,1261,08,11,19,18,,,57,56,66,63,free03.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner111.ai,nonwinner13.ai,nonwinner74.ai,,2,,2
,,,,,,,,,,,,,,nonwinner119.ai,nonwinner115.ai,nonwinner138.ai,,2,,2
14,7514,,,,,31,39,50,60,70,68,free01.ai,free02.ai,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner99.ai,nonwinner18.ai,nonwinner132.ai,,2,,2
,,,,,,,,,,,,winner02.ai,,,,,,2,2,2
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner121.ai,nonwinner70.ai,,2,,2
70,783,13,09,29,17,39,31,55,58,68,73,,,,,,base02.ai,2,,2
114,3848,08,05,22,27,37,40,56,49,73,64,,,,,,base02.ai,3,,3
30,5625,10,05,28,30,39,41,,,64,63,free04.ai,,,,,base02.ai,3,,3
86,6089,01,09,20,21,33,44,55,52,75,63,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner114.ai,nonwinner84.ai,nonwinner123.ai,,3,,3
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner144.ai,nonwinner114.ai,,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner91.ai,nonwinner146.ai,,3,,3
132,4654,04,12,19,20,31,34,54,50,63,67,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
97,7894,06,07,28,18,33,36,58,54,75,68,,,,,,base02.ai,4,,4
83,5775,07,06,19,24,43,38,50,60,67,61,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner55.ai,nonwinner164.ai,,4,,4
41,583,09,07,30,25,44,41,,,62,67,free04.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
25,6195,02,03,23,26,43,31,59,53,,,free05.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner75.ai,nonwinner144.ai,nonwinner148.ai,,1,,5
,,,,,,,,,,,,,,nonwinner64.ai,nonwinner77.ai,nonwinner127.ai,,1,,5
,,,,,,,,,,,,,,nonwinner152.ai,nonwinner91.ai,nonwinner39.ai,,1,,5
11,2957,11,12,,,,,49,48,61,70,free02.ai,free03.ai,,,,base02.ai,1,,5
95,8079,06,14,29,18,37,41,57,54,68,72,,,,,,base02.ai,1,,5
32,3398,,,22,27,41,45,51,57,72,66,free01.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner153.ai,nonwinner87.ai,nonwinner79.ai,,2,,6
30,2522,04,07,28,30,,,47,52,62,65,free03.ai,,,,,base02.ai,2,,6
51,8031,12,09,30,17,45,41,56,58,,,free05.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner08.ai,nonwinner51.ai,,2,,6
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner62.ai,nonwinner64.ai,,2,,6
58,2875,03,06,28,21,31,33,59,55,69,62,,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
32,2660,11,07,,,34,33,49,50,69,64,free02.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner65.ai,nonwinner67.ai,nonwinner146.ai,,3,,7
,,,,,,,,,,,,,,nonwinner20.ai,nonwinner102.ai,nonwinner37.ai,,3,,7
,,,,,,,,,,,,,,nonwinner160.ai,nonwinner72.ai,nonwinner76.ai,,3,,7
53,6970,04,14,28,30,34,40,,,75,68,free04.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner131.ai,nonwinner24.ai,nonwinner03.ai,,3,,7
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner86.ai,nonwinner56.ai,,3,,7
51,8312,,,30,28,32,35,52,49,68,73,free01.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,winner02.ai,,,,,,4,2,8
79,3606,12,11,18,30,38,39,56,58,71,72,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner61.ai,nonwinner49.ai,nonwinner35.ai,,4,,8
107,8503,01,04,22,27,45,40,60,47,63,62,,,,,,base02.ai,4,,8
135,2509,04,13,23,28,32,39,59,53,74,67,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner03.ai,,,,,,1,3,1
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner125.ai,nonwinner162.ai,,1,,1
99,8382,11,15,21,16,37,44,46,48,62,73,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner161.ai,nonwinner15.ai,nonwinner78.ai,,1,,1
,,,,,,,,,,,,,,nonwinner152.ai,nonwinner142.ai,nonwinner95.ai,,1,,1
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner138.ai,nonwinner159.ai,,1,,1
,,,,,,,,,,,,,,nonwinner123.ai,nonwinner49.ai,nonwinner160.ai,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
42,3887,13,01,19,22,,,54,46,69,61,free03.ai,,,,,base02.ai,2,,2
84,2841,08,14,23,19,34,38,49,51,64,75,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner50.ai,nonwinner35.ai,nonwinner131.ai,,2,,2
,,,,,,,,,,,,,,nonwinner37.ai,nonwinner155.ai,nonwinner31.ai,,2,,2
,,,,,,,,,,,,,,nonwinner163.ai,nonwinner157.ai,nonwinner66.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
121,1196,11,06,22,25,34,35,55,46,69,65,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner63.ai,nonwinner58.ai,nonwinner142.ai,,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner81.ai,nonwinner03.ai,nonwinner44.ai,,3,,3
2,5662,03,13,,,,,47,58,64,73,free02.ai,free03.ai,,,,base02.ai,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,,,nonwinner81.ai,nonwinner39.ai,nonwinner107.ai,,4,,4
6,220,,,23,27,,,47,59,69,71,free01.ai,free03.ai,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner136.ai,nonwinner41.ai,nonwinner56.ai,,4,,4
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner44.ai,nonwinner76.ai,,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner57.ai,nonwinner131.ai,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
123,8791,06,07,21,19,40,45,59,46,72,64,,,,,,base02.ai,1,,5
88,8271,10,04,17,20,33,43,54,58,65,66,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner67.ai,nonwinner120.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
46,7786,10,08,19,27,37,33,46,48,,,free05.ai,,,,,base02.ai,1,,5
86,7893,08,14,30,23,42,33,47,58,65,74,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner17.ai,nonwinner101.ai,nonwinner65.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
23,2853,01,05,22,23,39,35,49,55,,,free05.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner106.ai,nonwinner66.ai,nonwinner80.ai,,2,,6
,,,,,,,,,,,,,,nonwinner125.ai,nonwinner57.ai,nonwinner136.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner140.ai,nonwinner57.ai,,3,,7
,,,,,,,,,,,,,,nonwinner130.ai,nonwinner09.ai,nonwinner139.ai,,3,,7
74,8227,05,13,29,16,37,32,49,57,69,66,,,,,,base02.ai,3,,7
102,921,07,02,17,30,43,36,51,46,63,75,,,,,,base02.ai,3,,7
109,2644,05,11,16,30,45,41,47,60,71,74,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
23,2451,05,12,20,25,,,60,52,67,70,free03.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner72.ai,nonwinner121.ai,,4,,8
100,6724,01,09,16,20,37,44,60,52,74,65,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner33.ai,nonwinner60.ai,,4,,8
9,4418,14,08,19,20,,,,,72,73,free03.ai,free04.ai,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner39.ai,nonwinner98.ai,nonwinner138.ai,,1,,1
64,8409,02,09,30,29,44,38,52,53,61,73,,,,,,base02.ai,1,,1
1,1615,02,03,,,41,38,54,46,,,free02.ai,free05.ai,,,,base02.ai,1,,1
106,5036,02,01,17,22,33,39,53,51,61,72,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner128.ai,nonwinner105.ai,nonwinner164.ai,,1,,1
120,534,06,02,18,28,35,33,53,52,67,62,,,,,,base02.ai,1,,1
85,1270,12,07,16,17,40,32,51,57,68,65,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner146.ai,nonwinner96.ai,nonwinner101.ai,,2,,2
7,2498,,,30,16,,,53,46,68,69,free01.ai,free03.ai,,,,base02.ai,2,,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,winner03.ai,,,,,,2,3,2
,,,,,,,,,,,,,,nonwinner87.ai,nonwinner22.ai,nonwinner56.ai,,2,,2
77,1688,02,07,28,18,43,45,49,50,64,75,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner60.ai,nonwinner10.ai,,3,,3
51,765,06,01,24,19,41,39,,,65,63,free04.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
79,8932,12,10,24,28,44,31,46,54,67,74,,,,,,base02.ai,3,,3
72,6642,13,05,22,29,43,40,46,53,72,69,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner69.ai,nonwinner50.ai,,3,,3
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner24.ai,nonwinner43.ai,,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
27,7365,04,08,25,16,,,52,57,61,73,free03.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner142.ai,nonwinner159.ai,nonwinner06.ai,,4,,4
,,,,,,,,,,,,,,nonwinner68.ai,nonwinner73.ai,nonwinner12.ai,,4,,4
,,,,,,,,,,,,,,nonwinner130.ai,nonwinner50.ai,nonwinner58.ai,,4,,4
34,4769,09,11,27,26,,,59,46,74,72,free03.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner98.ai,nonwinner30.ai,nonwinner119.ai,,4,,4
,,,,,,,,,,,,,,nonwinner37.ai,nonwinner94.ai,nonwinner103.ai,,1,,5
,,,,,,,,,,,,winner02.ai,,,,,,1,2,5
53,1867,15,03,22,29,37,33,59,55,,,free05.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner65.ai,nonwinner102.ai,nonwinner07.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner86.ai,nonwinner35.ai,nonwinner25.ai,,1,,5
,,,,,,,,,,,,,,nonwinner154.ai,nonwinner21.ai,nonwinner109.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
93,5615,13,06,30,22,44,31,54,52,72,67,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner94.ai,nonwinner28.ai,nonwinner98.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,,,nonwinner100.ai,nonwinner33.ai,nonwinner159.ai,,2,,6
,,,,,,,,,,,,,,nonwinner165.ai,nonwinner53.ai,nonwinner99.ai,,2,,6
,,,,,,,,,,,,,,nonwinner102.ai,nonwinner112.ai,nonwinner15.ai,,2,,6
,,,,,,,,,,,,winner02.ai,,,,,,3,2,7
,,,,,,,,,,,,,,nonwinner31.ai,nonwinner111.ai,nonwinner34.ai,,3,,7
88,4096,08,12,21,28,39,45,60,47,70,61,,,,,,base02.ai,3,,7
60,1917,01,12,17,27,44,39,46,49,62,63,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner38.ai,nonwinner89.ai,nonwinner51.ai,,3,,7
,,,,,,,,,,,,winner03.ai,,,,,,3,3,7
25,6530,02,05,25,23,,,53,52,70,71,free03.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner98.ai,nonwinner77.ai,nonwinner79.ai,,4,,8
37,3508,02,04,26,18,43,38,,,63,64,free04.ai,,,,,base02.ai,4,,8
121,8972,03,14,25,26,34,41,49,48,68,64,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
,,,,,,,,,,,,,,nonwinner111.ai,nonwinner33.ai,nonwinner18.ai,,4,,8
,,,,,,,,,,,,,,nonwinner153.ai,nonwinner62.ai,nonwinner90.ai,,4,,8
,,,,,,,,,,,,,,nonwinner85.ai,nonwinner19.ai,nonwinner132.ai,,4,,8
