TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,Up
6,6139,,,,,32,34,59,54,66,62,free01.ai,free02.ai,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner14.ai,,4,20
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner04.ai,nonwinner10.ai,,4,20
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner13.ai,,1,21
2,1986,,,,,35,41,55,52,65,70,free01.ai,free02.ai,,,,base02.ai,1,21
140,398,07,13,16,25,38,40,60,50,61,62,,,,,,base02.ai,2,22
98,4337,08,01,22,26,41,33,53,60,70,61,,,,,,base02.ai,2,22
27,5972,10,13,,,40,34,59,60,67,69,free02.ai,,,,,base02.ai,3,23
45,4413,10,02,,,33,39,46,54,62,73,free02.ai,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner12.ai,nonwinner09.ai,,4,24
52,1106,,,16,25,42,38,58,50,70,64,free01.ai,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner11.ai,,1,25
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner08.ai,nonwinner15.ai,,1,25
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner14.ai,nonwinner07.ai,,2,26
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner01.ai,nonwinner14.ai,,2,26
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner09.ai,,3,27
59,7562,01,15,19,30,41,37,60,59,71,63,,,,,,base02.ai,3,27
27,3357,05,04,,,39,36,50,52,68,67,free02.ai,,,,,base02.ai,4,28
21,114,,,24,26,33,39,58,48,65,61,free01.ai,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner06.ai,,1,1
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner06.ai,nonwinner02.ai,,1,1
24,1543,,,16,17,34,35,53,57,71,63,free01.ai,,,,,base02.ai,2,2
82,712,11,14,19,29,40,31,58,55,70,75,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner12.ai,nonwinner01.ai,,3,3
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner12.ai,,3,3
7,1900,,,26,30,,,52,53,63,66,free01.ai,free03.ai,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner05.ai,,4,4
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner02.ai,,1,5
43,7857,05,08,,,38,44,46,48,75,65,free02.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner10.ai,,2,6
122,5883,03,01,19,21,34,35,52,60,67,69,,,,,,base02.ai,2,6
15,6801,07,13,,,43,37,55,47,64,73,free02.ai,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner13.ai,nonwinner11.ai,,3,7
47,3032,07,15,,,38,42,50,59,68,75,free02.ai,,,,,base02.ai,4,8
3,7009,08,11,,,,,58,60,66,69,free02.ai,free03.ai,,,,base02.ai,4,8
61,8068,13,11,28,22,39,34,55,54,67,63,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner10.ai,,1,9
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner05.ai,,2,10
30,894,,,24,27,34,38,53,52,66,65,free01.ai,,,,,base02.ai,2,10
69,8549,09,15,27,29,45,38,50,46,61,62,,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner11.ai,nonwinner07.ai,,3,11
138,6768,09,06,18,27,34,37,60,53,64,72,,,,,,base02.ai,4,12
90,2977,14,09,19,23,32,45,55,52,70,71,,,,,,base02.ai,4,12
92,8560,05,14,21,17,41,39,49,46,71,74,,,,,,base02.ai,1,13
38,90,12,01,,,32,44,53,48,72,67,free02.ai,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner09.ai,nonwinner06.ai,,2,14
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner11.ai,nonwinner15.ai,,2,14
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner07.ai,nonwinner01.ai,,3,15
139,1746,03,10,27,23,42,34,56,50,61,67,,,,,,base02.ai,3,15
44,3019,14,12,,,40,33,59,57,73,72,free02.ai,,,,,base02.ai,4,16
84,1102,14,13,24,25,39,33,52,60,65,74,,,,,,base02.ai,4,16
16,3093,,,19,26,34,41,47,56,73,61,free01.ai,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner09.ai,nonwinner07.ai,,1,17
38,3746,,,28,16,42,36,51,52,66,70,free01.ai,,,,,base02.ai,2,18
78,6851,14,01,28,22,31,38,46,48,71,65,,,,,,base02.ai,2,18
68,692,05,13,21,17,38,33,57,52,70,65,,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner10.ai,,3,19
53,1515,,,25,18,37,35,53,57,65,69,free01.ai,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner07.ai,,4,20
26,6610,01,06,,,34,35,49,55,63,62,free02.ai,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner10.ai,,1,21
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner04.ai,nonwinner01.ai,,2,22
84,1738,07,11,23,18,41,42,53,49,71,70,,,,,,base02.ai,2,22
75,2102,12,10,17,27,43,37,57,47,70,64,,,,,,base02.ai,3,23
65,7150,03,02,16,29,35,40,60,51,66,74,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner09.ai,nonwinner11.ai,,4,24
110,5689,11,08,19,28,36,44,50,54,63,67,,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner15.ai,nonwinner11.ai,,1,25
74,2170,15,13,25,19,34,32,53,52,70,61,,,,,,base02.ai,1,25
22,8833,,,26,17,42,32,58,50,70,74,free01.ai,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner05.ai,,2,26
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner15.ai,,3,27
85,3198,02,11,22,29,38,33,50,57,66,63,,,,,,base02.ai,3,27
13,5251,,,,,40,35,47,55,69,73,free01.ai,free02.ai,,,,base02.ai,4,28
57,4180,02,04,21,25,42,35,51,58,72,75,,,,,,base02.ai,4,28
99,733,08,01,29,20,45,35,53,46,72,61,,,,,,base02.ai,1,1
29,5682,08,01,,,31,40,46,59,66,73,free02.ai,,,,,base02.ai,1,1
,,,,,,,,,,,,winner01.ai,,,,,,2,2
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner01.ai,,2,2
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner06.ai,nonwinner02.ai,,3,3
1,5383,,,,,32,36,49,47,71,61,free01.ai,free02.ai,,,,base02.ai,3,3
59,3072,05,14,21,19,38,35,51,58,71,74,,,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner09.ai,nonwinner01.ai,,4,4
137,6616,13,05,25,29,41,37,58,49,63,67,,,,,,base02.ai,1,5
5,4863,06,07,,,,,60,50,67,66,free02.ai,free03.ai,,,,base02.ai,1,5
118,1933,14,08,23,21,43,35,50,55,74,64,,,,,,base02.ai,2,6
140,398,07,13,16,25,38,40,60,50,61,62,,,,,,base02.ai,2,6
75,2102,12,10,17,27,43,37,57,47,70,64,,,,,,base02.ai,3,7
57,3337,01,12,27,18,38,43,55,59,65,73,,,,,,base02.ai,3,7
137,3614,02,05,18,19,41,39,48,49,62,65,,,,,,base02.ai,4,8
65,4075,04,10,27,21,31,43,57,53,74,72,,,,,,base02.ai,4,8
55,4859,,,27,28,44,33,52,51,73,71,free01.ai,,,,,base02.ai,1,9
,,,,,,,,,,,,winner01.ai,,,,,,1,9
112,5051,02,11,30,21,45,32,57,48,63,67,,,,,,base02.ai,2,10
8,4138,07,08,,,,,46,58,68,67,free02.ai,free03.ai,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner09.ai,,3,11
15,6801,07,13,,,43,37,55,47,64,73,free02.ai,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner07.ai,nonwinner10.ai,,4,12
22,1412,05,09,20,25,40,37,60,46,,,free05.ai,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner14.ai,nonwinner10.ai,,1,13
16,3093,,,19,26,34,41,47,56,73,61,free01.ai,,,,,base02.ai,1,13
139,7710,03,05,18,19,37,42,60,54,62,66,,,,,,base02.ai,2,14
63,2452,08,12,17,18,39,38,50,59,62,69,,,,,,base02.ai,2,14
71,194,09,10,21,23,32,44,49,53,66,63,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner06.ai,nonwinner02.ai,,3,15
138,6768,09,06,18,27,34,37,60,53,64,72,,,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner15.ai,nonwinner01.ai,,4,16
78,7499,09,06,26,16,33,35,48,46,64,74,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner04.ai,nonwinner05.ai,,1,17
32,3173,15,05,,,37,32,59,54,75,67,free02.ai,,,,,base02.ai,2,18
58,5441,04,13,16,26,44,41,47,58,62,70,,,,,,base02.ai,2,18
22,869,,,29,24,43,39,52,48,72,62,free01.ai,,,,,base02.ai,3,19
114,1356,01,11,29,19,36,33,54,59,62,61,,,,,,base02.ai,3,19
129,8918,02,08,21,24,36,32,57,54,61,70,,,,,,base02.ai,4,20
87,569,08,10,23,17,43,37,47,55,65,66,,,,,,base02.ai,4,20
116,2490,08,03,16,26,32,40,56,53,68,70,,,,,,base02.ai,1,21
28,1354,,,18,28,39,42,55,47,73,70,free01.ai,,,,,base02.ai,1,21
6,3378,09,02,,,44,31,,,69,72,free02.ai,free04.ai,,,,base02.ai,2,22
60,5229,13,02,22,21,35,37,46,58,66,63,,,,,,base02.ai,2,22
139,1746,03,10,27,23,42,34,56,50,61,67,,,,,,base02.ai,3,23
111,3733,07,13,16,28,44,37,58,59,71,69,,,,,,base02.ai,3,23
108,2151,14,03,27,26,43,45,47,50,64,73,,,,,,base02.ai,4,24
118,1286,10,08,24,19,35,45,49,57,62,69,,,,,,base02.ai,4,24
10,1744,,,16,20,42,36,,,65,63,free01.ai,free04.ai,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner06.ai,nonwinner01.ai,,1,25
2,1717,,,,,32,34,50,56,64,69,free01.ai,free02.ai,,,,base02.ai,2,26
64,6442,04,07,22,19,37,35,48,49,63,66,,,,,,base02.ai,2,26
51,1201,14,11,,,42,31,47,53,72,67,free02.ai,,,,,base02.ai,3,27
75,2102,12,10,17,27,43,37,57,47,70,64,,,,,,base02.ai,3,27
139,3745,04,01,25,22,31,34,49,57,64,72,,,,,,base02.ai,4,28
45,2336,,,28,23,36,45,50,46,71,72,free01.ai,,,,,base02.ai,4,28
55,4859,,,27,28,44,33,52,51,73,71,free01.ai,,,,,base02.ai,1,1
51,7532,,,18,27,35,43,52,60,61,64,free01.ai,,,,,base02.ai,1,1
40,8215,,,27,25,34,32,60,53,73,74,free01.ai,,,,,base02.ai,2,2
74,3363,13,06,17,25,42,40,46,53,72,75,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner04.ai,nonwinner14.ai,,3,3
53,3569,01,13,,,32,44,58,59,68,63,free02.ai,,,,,base02.ai,3,3
53,1515,,,25,18,37,35,53,57,65,69,free01.ai,,,,,base02.ai,4,4
9,2239,,,,,33,36,58,48,70,72,free01.ai,free02.ai,,,,base02.ai,4,4
27,6496,,,24,23,33,44,53,48,74,73,free01.ai,,,,,base02.ai,1,5
59,5932,11,10,28,26,35,41,50,52,71,61,,,,,,base02.ai,1,5
108,6291,15,09,21,24,37,38,55,48,61,68,,,,,,base02.ai,2,6
76,7214,12,02,22,20,40,36,60,49,67,75,,,,,,base02.ai,2,6
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner12.ai,nonwinner09.ai,,3,7
1,5383,,,,,32,36,49,47,71,61,free01.ai,free02.ai,,,,base02.ai,3,7
61,8126,11,08,25,20,31,40,54,55,61,62,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner10.ai,nonwinner02.ai,,4,8
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner07.ai,nonwinner10.ai,,1,9
75,5970,14,12,24,30,44,43,57,55,63,65,,,,,,base02.ai,1,9
66,758,05,06,20,18,39,44,58,60,71,63,,,,,,base02.ai,2,10
98,4337,08,01,22,26,41,33,53,60,70,61,,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner12.ai,,3,11
133,856,06,07,21,16,39,42,52,60,61,69,,,,,,base02.ai,3,11
34,6378,13,12,16,27,,,50,53,75,68,free03.ai,,,,,base02.ai,4,12
78,3207,12,01,16,20,37,40,58,48,73,75,,,,,,base02.ai,4,12
134,2932,06,11,22,19,35,41,48,54,75,71,,,,,,base02.ai,1,13
48,8070,06,01,,,34,45,59,54,71,69,free02.ai,,,,,base02.ai,1,13
103,5944,04,01,29,20,32,37,53,52,63,61,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner07.ai,nonwinner09.ai,,2,14
13,7803,,,28,20,34,33,47,53,,,free01.ai,free05.ai,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner14.ai,nonwinner09.ai,,3,15
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner12.ai,nonwinner13.ai,,4,16
16,5913,,,22,25,39,34,59,53,65,64,free01.ai,,,,,base02.ai,4,16
132,6280,06,02,19,20,44,41,49,54,66,67,,,,,,base02.ai,1,17
120,4536,15,05,25,26,45,35,56,46,65,61,,,,,,base02.ai,1,17
34,2673,11,15,24,30,,,51,60,68,72,free03.ai,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner12.ai,nonwinner14.ai,,2,18
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner03.ai,nonwinner06.ai,,3,19
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner05.ai,nonwinner08.ai,,3,19
13,5251,,,,,40,35,47,55,69,73,free01.ai,free02.ai,,,,base02.ai,4,20
95,8794,13,12,23,21,31,33,49,54,66,65,,,,,,base02.ai,4,20
84,7495,11,04,16,20,41,33,51,60,72,62,,,,,,base02.ai,1,21
86,4982,06,02,26,22,41,36,57,46,62,71,,,,,,base02.ai,1,21
34,2673,11,15,24,30,,,51,60,68,72,free03.ai,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner12.ai,nonwinner05.ai,,2,22
47,1466,,,30,23,44,34,52,58,74,71,free01.ai,,,,,base02.ai,3,23
105,6893,01,11,23,25,39,33,50,51,63,75,,,,,,base02.ai,3,23
98,7172,09,13,19,29,41,37,55,46,66,68,,,,,,base02.ai,4,24
96,321,06,01,20,22,43,41,58,47,64,66,,,,,,base02.ai,4,24
18,1610,,,29,17,45,39,57,48,70,75,free01.ai,,,,,base02.ai,1,25
102,4049,13,03,23,22,45,42,47,60,71,63,,,,,,base02.ai,1,25
106,3591,14,09,20,26,45,34,46,56,75,68,,,,,,base02.ai,2,26
30,894,,,24,27,34,38,53,52,66,65,free01.ai,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner12.ai,,3,27
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner04.ai,nonwinner08.ai,,3,27
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner03.ai,nonwinner12.ai,,4,28
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner14.ai,nonwinner09.ai,,4,28
65,1427,12,10,28,21,36,45,51,50,68,74,,,,,,base02.ai,1,1
61,8068,13,11,28,22,39,34,55,54,67,63,,,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner14.ai,nonwinner07.ai,,2,2
120,3884,06,07,21,23,36,39,52,54,70,68,,,,,,base02.ai,2,2
81,2097,14,02,30,16,40,35,54,60,72,64,,,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner12.ai,,3,3
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner06.ai,,4,4
33,5360,10,05,26,20,,,59,49,64,68,free03.ai,,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner07.ai,nonwinner12.ai,,1,5
17,1610,13,05,,,35,41,50,59,65,72,free02.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner13.ai,nonwinner05.ai,,2,6
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner04.ai,nonwinner11.ai,,2,6
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner03.ai,nonwinner06.ai,,3,7
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner05.ai,nonwinner14.ai,,3,7
113,5143,05,11,16,27,36,44,50,57,69,73,,,,,,base02.ai,4,8
105,8741,14,08,18,26,40,37,50,51,65,68,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner07.ai,,1,9
89,2527,09,02,23,24,40,42,59,57,69,67,,,,,,base02.ai,1,9
48,8899,02,10,,,39,45,49,52,67,74,free02.ai,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner13.ai,nonwinner05.ai,,2,10
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner03.ai,nonwinner06.ai,,3,11
101,5041,09,15,29,18,44,33,47,59,75,61,,,,,,base02.ai,3,11
104,4621,11,05,22,23,44,36,59,52,66,73,,,,,,base02.ai,4,12
50,1260,,,24,22,32,38,50,49,74,62,free01.ai,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner13.ai,nonwinner05.ai,,1,13
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner06.ai,nonwinner01.ai,,1,13
41,5497,08,10,,,40,33,51,48,63,62,free02.ai,,,,,base02.ai,2,14
87,3551,05,07,18,27,32,42,59,49,63,73,,,,,,base02.ai,2,14
75,2102,12,10,17,27,43,37,57,47,70,64,,,,,,base02.ai,3,15
113,7477,09,07,23,22,39,38,51,59,72,66,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner01.ai,nonwinner04.ai,,4,16
110,5689,11,08,19,28,36,44,50,54,63,67,,,,,,base02.ai,4,16
72,1960,04,02,29,16,44,33,56,58,63,64,,,,,,base02.ai,1,17
80,423,11,13,22,27,39,34,46,59,63,73,,,,,,base02.ai,1,17
132,4959,15,08,16,24,32,44,48,56,63,72,,,,,,base02.ai,2,18
30,894,,,24,27,34,38,53,52,66,65,free01.ai,,,,,base02.ai,2,18
44,4413,08,09,,,44,35,56,59,66,68,free02.ai,,,,,base02.ai,3,19
46,2919,12,01,,,43,32,56,58,72,75,free02.ai,,,,,base02.ai,3,19
89,346,05,09,24,30,33,43,52,60,68,74,,,,,,base02.ai,4,20
71,1814,15,01,30,23,42,43,50,46,70,65,,,,,,base02.ai,4,20
16,3093,,,19,26,34,41,47,56,73,61,free01.ai,,,,,base02.ai,1,21
10,1744,,,16,20,42,36,,,65,63,free01.ai,free04.ai,,,,base02.ai,1,21
110,8631,11,12,24,19,39,44,55,50,70,75,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner08.ai,nonwinner09.ai,,2,22
97,8416,09,15,30,24,45,38,47,57,72,69,,,,,,base02.ai,3,23
115,8807,14,11,22,26,33,45,59,49,68,66,,,,,,base02.ai,3,23
28,3489,06,04,21,24,33,45,,,68,63,free04.ai,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner15.ai,,4,24
2,1986,,,,,35,41,55,52,65,70,free01.ai,free02.ai,,,,base02.ai,1,25
98,5404,14,08,21,27,39,34,55,54,61,68,,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner08.ai,,2,26
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner14.ai,,2,26
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner13.ai,nonwinner11.ai,,3,27
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner10.ai,nonwinner01.ai,,3,27
83,4169,15,09,23,16,41,38,58,47,63,71,,,,,,base02.ai,4,28
121,2664,14,06,27,30,38,43,57,51,68,75,,,,,,base02.ai,4,28
7,1821,,,23,26,34,37,,,72,70,free01.ai,free04.ai,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner06.ai,nonwinner11.ai,,1,1
56,4409,12,06,,,45,44,57,47,64,62,free02.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner13.ai,nonwinner05.ai,,2,2
43,7911,04,08,,,42,35,51,48,67,64,free02.ai,,,,,base02.ai,3,3
119,6373,09,07,23,18,34,45,56,49,67,61,,,,,,base02.ai,3,3
121,2664,14,06,27,30,38,43,57,51,68,75,,,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner14.ai,nonwinner08.ai,,4,4
101,6488,10,13,16,23,36,44,60,53,61,71,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner11.ai,,1,5
86,8940,05,07,26,21,40,34,49,51,69,63,,,,,,base02.ai,2,6
82,712,11,14,19,29,40,31,58,55,70,75,,,,,,base02.ai,2,6
113,7477,09,07,23,22,39,38,51,59,72,66,,,,,,base02.ai,3,7
65,7150,03,02,16,29,35,40,60,51,66,74,,,,,,base02.ai,3,7
95,8794,13,12,23,21,31,33,49,54,66,65,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner03.ai,nonwinner12.ai,,4,8
81,5308,01,03,24,19,44,40,49,51,74,65,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner14.ai,,1,9
60,5229,13,02,22,21,35,37,46,58,66,63,,,,,,base02.ai,2,10
128,2985,01,15,28,27,37,42,49,57,75,67,,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner15.ai,nonwinner05.ai,,3,11
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner11.ai,nonwinner01.ai,,3,11
92,3703,06,09,18,29,33,41,49,59,66,69,,,,,,base02.ai,4,12
8,7630,,,23,20,,,57,48,66,61,free01.ai,free03.ai,,,,base02.ai,4,12
136,6276,13,04,28,30,36,31,54,51,72,68,,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner01.ai,,1,13
109,8431,14,08,26,17,41,39,51,46,63,62,,,,,,base02.ai,2,14
77,7953,11,14,22,19,32,35,48,57,72,69,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner15.ai,,3,15
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner01.ai,nonwinner15.ai,,3,15
42,5376,,,18,30,45,32,49,50,72,70,free01.ai,,,,,base02.ai,4,16
62,1070,06,12,28,23,41,39,60,49,62,64,,,,,,base02.ai,4,16
30,2798,,,25,17,42,44,56,52,64,65,free01.ai,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner14.ai,nonwinner03.ai,,1,17
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner13.ai,nonwinner07.ai,,2,18
14,1034,,,19,18,,,47,53,68,63,free01.ai,free03.ai,,,,base02.ai,2,18
118,1811,03,12,28,30,42,40,54,50,75,70,,,,,,base02.ai,3,19
32,7719,,,16,24,39,40,50,46,63,71,free01.ai,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner15.ai,nonwinner11.ai,,4,20
109,8763,06,04,19,30,44,38,58,46,62,66,,,,,,base02.ai,4,20
70,1474,11,09,26,28,44,40,49,59,63,75,,,,,,base02.ai,1,21
80,423,11,13,22,27,39,34,46,59,63,73,,,,,,base02.ai,1,21
42,7437,,,28,23,35,39,58,60,73,74,free01.ai,,,,,base02.ai,2,22
38,3746,,,28,16,42,36,51,52,66,70,free01.ai,,,,,base02.ai,2,22
93,4220,11,14,26,22,38,41,52,57,73,62,,,,,,base02.ai,3,23
91,4983,04,08,23,25,32,42,54,55,72,71,,,,,,base02.ai,3,23
132,4869,06,13,22,21,36,34,57,56,75,72,,,,,,base02.ai,4,24
102,3679,07,11,20,26,43,34,54,56,67,71,,,,,,base02.ai,4,24
96,5431,07,09,25,20,45,31,60,57,65,75,,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner14.ai,nonwinner10.ai,,1,25
4,6255,,,30,27,,,48,57,61,66,free01.ai,free03.ai,,,,base02.ai,2,26
122,5883,03,01,19,21,34,35,52,60,67,69,,,,,,base02.ai,2,26
135,5939,12,03,28,16,31,45,59,56,61,64,,,,,,base02.ai,3,27
49,3662,,,20,30,35,36,50,58,71,74,free01.ai,,,,,base02.ai,3,27
117,7734,09,04,28,16,31,37,60,59,64,62,,,,,,base02.ai,4,28
67,6894,03,15,17,29,41,42,53,55,75,66,,,,,,base02.ai,4,28
57,1793,07,06,17,26,31,42,52,48,72,70,,,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner12.ai,nonwinner05.ai,,1,1
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner08.ai,,2,2
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner13.ai,nonwinner07.ai,,2,2
133,856,06,07,21,16,39,42,52,60,61,69,,,,,,base02.ai,3,3
15,6801,07,13,,,43,37,55,47,64,73,free02.ai,,,,,base02.ai,3,3
27,3357,05,04,,,39,36,50,52,68,67,free02.ai,,,,,base02.ai,4,4
75,6322,08,11,17,27,31,45,53,60,70,74,,,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner14.ai,nonwinner13.ai,,1,5
31,4853,,,24,23,41,38,55,51,71,67,free01.ai,,,,,base02.ai,1,5
50,2821,,,24,22,40,35,60,53,61,63,free01.ai,,,,,base02.ai,2,6
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner12.ai,nonwinner05.ai,,2,6
35,7276,09,04,24,27,31,44,,,63,70,free04.ai,,,,,base02.ai,3,7
81,2097,14,02,30,16,40,35,54,60,72,64,,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner11.ai,nonwinner14.ai,,4,8
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner05.ai,,4,8
127,7024,09,06,28,21,37,41,57,49,74,63,,,,,,base02.ai,1,9
31,4853,,,24,23,41,38,55,51,71,67,free01.ai,,,,,base02.ai,1,9
120,3884,06,07,21,23,36,39,52,54,70,68,,,,,,base02.ai,2,10
